kepid,kepoi_name,koi_disposition,koi_score,koi_period,koi_duration,koi_depth,koi_time0bk,koi_prad,koi_ror,koi_dor,koi_impact,koi_incl,koi_srad,koi_smass,koi_steff,koi_slogg,koi_smet,koi_kepmag,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_vet_stat,koi_vet_date,koi_disp_prov,koi_period_err1,koi_period_err2,koi_duration_err1,koi_duration_err2,koi_depth_err1,koi_depth_err2,koi_prad_err1,koi_prad_err2,koi_steff_err1,koi_steff_err2
7668663,K01898.01,CONFIRMED,1.0,6.4980147,2.4384,190.9,136.00108,1.87,0.015491,8.8,0.92,84.0,1.104,0.946,5727.0,4.328,0.0,13.25,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,1.408e-05,-1.408e-05,0.0353,-0.0353,5.4,-5.4,0.27,-0.28,104.0,-115.0
7047922,K01899.01,CONFIRMED,0.975,19.76169247,3.9097,392.5,135.17794,2.81,0.021935,16.87,0.924,86.86,1.175,1.064,6327.0,4.327,-0.14,14.563,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,6.983e-05,-6.983e-05,0.0871,-0.0871,11.8,-11.8,0.94,-0.62,291.0,-542.0
9353314,K01900.01,CONFIRMED,1.0,5.18498961,2.1397,430.1,131.8814,1.15,0.018775,18.865,0.021,89.94,0.56,0.547,4325.0,4.68,-0.64,14.744,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,1.159e-05,-1.159e-05,0.058,-0.058,13.7,-13.7,0.09,-0.12,131.0,-131.0
3629967,K01901.01,CONFIRMED,0.956,85.6542476,6.866,476.0,155.12346,3.56,0.019774,97.18,0.012,89.99,1.647,1.149,5818.0,4.065,0.24,13.34,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,0.0004328,-0.0004328,0.122,-0.122,14.9,-14.9,0.54,-0.82,69.0,-86.0
9347009,K01971.01,CONFIRMED,1.0,19.32945602,3.794,935.5,133.26717,2.26,0.027084,39.98,0.009,89.99,0.763,0.875,5026.0,4.604,0.21,15.719,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,9.041e-05,-9.041e-05,0.122,-0.122,40.2,-40.2,0.27,-0.14,149.0,-149.0
11253711,K01972.01,CANDIDATE,0.991,17.79108667,2.662,414.2,149.25344,2.88,0.019651,39.9,0.654,89.06,1.34,0.92,5855.0,4.148,-0.26,13.8,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,4.413e-05,-4.413e-05,0.0593,-0.0593,11.3,-11.3,0.47,-0.64,79.0,-70.0
4917596,K01973.01,CONFIRMED,1.0,3.290114076,1.5151,645.3,133.15709,1.49,0.02297,16.65,0.203,89.3,0.594,0.58,4484.0,4.654,-0.56,15.753,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,6.233e-06,-6.233e-06,0.0536,-0.0536,25.7,-25.7,0.12,-0.13,134.0,-134.0
4743513,K00024.01,FALSE POSITIVE,0.0,2.086075752,2.2647,3657.8,170.965627,10.3,0.066543,3.991,0.914,76.77,1.417,0.862,6131.0,4.071,-0.74,12.963,0,1,1,1,Done,2018-08-16,q1_q17_dr25_sup_koi,1.392e-06,-1.392e-06,0.052,-0.052,53.8,-53.8,2.08,-3.14,168.0,-153.0
11046458,K00214.01,CONFIRMED,1.0,3.311864148,1.4049,5976.5,131.7427761,9.06,0.088567,10.942,0.905,85.26,0.937,1.012,5461.0,4.499,0.44,14.256,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,3.55e-07,-3.55e-07,0.0139,-0.0139,24.2,-24.2,1.16,-0.33,73.0,-82.0
9111849,K02042.01,CANDIDATE,0.994,63.0732241,5.397,671.3,191.2532,17.8,0.025655,62.8,0.746,89.32,6.354,2.382,6234.0,3.209,0.56,13.089,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,0.0002866,-0.0002866,0.122,-0.122,25.5,-25.5,4.46,-8.91,74.0,-74.0
7132798,K00220.01,CONFIRMED,1.0,2.422084188,2.5613,1871.8,132.940079,3.55,0.039181,7.5197,0.058,89.56,0.83,0.928,5598.0,4.565,-0.1,14.236,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,4.83e-07,-4.83e-07,0.00828,-0.00828,5.2,-5.2,0.75,-0.32,149.0,-166.0
3448130,K02043.01,CONFIRMED,0.983,78.5461106,8.689,658.7,144.06871,3.55,0.023284,70.6,0.044,89.96,1.397,1.058,5808.0,4.172,0.14,14.087,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,0.000425,-0.000425,0.131,-0.131,21.3,-21.3,0.58,-0.64,78.0,-78.0
9656252,K02044.01,CONFIRMED,1.0,16.92342126,4.1864,1125.3,145.81407,3.4,0.031414,27.61,0.515,88.93,0.99,1.044,5786.0,4.465,0.16,15.818,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,5.948e-05,-5.948e-05,0.0904,-0.0904,31.8,-31.8,0.5,-0.22,78.0,-86.0
6026438,K02045.01,CONFIRMED,1.0,5.47665801,2.5482,648.0,135.70431,2.01,0.026032,10.82,0.788,85.82,0.706,0.704,4650.0,4.589,-0.04,15.549,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,1.349e-05,-1.349e-05,0.0702,-0.0702,22.8,-22.8,0.13,-0.18,125.0,-139.0
9471268,K01835.01,CONFIRMED,1.0,4.580346161,2.097,308.3,134.0754,1.38,0.015995,15.71,0.384,88.6,0.789,0.82,5103.0,4.558,0.04,13.693,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,7.038e-06,-7.038e-06,0.0384,-0.0384,6.8,-6.8,0.09,-0.07,101.0,-101.0
9471268,K01835.02,CONFIRMED,1.0,2.248288213,2.0361,263.2,133.425805,1.25,0.014461,8.578,0.004,89.97,0.789,0.82,5103.0,4.558,0.04,13.693,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,2.61e-06,-2.61e-06,0.0311,-0.0311,5.0,-5.0,0.08,-0.06,101.0,-101.0
9471268,K01835.03,CONFIRMED,1.0,6.76690759,1.7062,249.3,136.61633,1.31,0.015191,23.7,0.648,88.43,0.789,0.82,5103.0,4.558,0.04,13.693,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,1.438e-05,-1.438e-05,0.0533,-0.0533,9.4,-9.4,0.09,-0.06,101.0,-101.0
10657406,K01837.01,CONFIRMED,1.0,34.1732156,4.7679,635.0,137.78862,2.37,0.026045,34.2,0.815,88.63,0.834,0.948,5201.0,4.573,0.36,13.733,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,0.0001203,-0.0001203,0.0814,-0.0814,17.4,-17.4,0.22,-0.07,93.0,-114.0
5526527,K01838.01,CONFIRMED,1.0,16.7364755,2.151,1147.0,143.13606,2.73,0.038278,30.8,0.9,88.32,0.653,0.646,4334.0,4.618,-0.06,14.786,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,0.0001396,-0.0001396,0.212,-0.212,143.0,-143.0,0.09,-0.15,77.0,-77.0
5809954,K01902.01,FALSE POSITIVE,0.0,137.8645881,1.922,2363.0,172.8113,15.9,0.324187,215.0,1.265,89.66,0.449,0.46,3645.0,4.797,-0.08,14.645,0,1,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,0.0003045,-0.0003045,0.108,-0.108,106.0,-106.0,1.41,-2.16,72.0,-90.0
8766650,K01904.01,CONFIRMED,0.984,12.43929428,3.176,254.3,136.37952,1.3,0.015366,23.03,0.663,88.35,0.773,0.742,4987.0,4.531,-0.08,13.395,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,5.267e-05,-5.267e-05,0.105,-0.105,12.1,-12.1,0.06,-0.09,99.0,-19.8
10328393,K01905.01,CONFIRMED,1.0,7.62635494,2.4168,296.1,136.01585,1.21,0.0154,23.81,0.237,89.43,0.721,0.774,4955.0,4.61,-0.1,14.017,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,2.202e-05,-2.202e-05,0.0744,-0.0744,10.4,-10.4,0.08,-0.05,100.0,-100.0
11773328,K01906.01,CANDIDATE,1.0,8.710442022,0.9425,1196.4,134.614376,3.61,0.040896,32.3,0.935,88.34,0.809,0.9,5416.0,4.575,-0.04,14.816,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,7.906e-06,-7.906e-06,0.0373,-0.0373,42.0,-42.0,0.76,-0.3,160.0,-160.0
7094486,K01907.01,CONFIRMED,1.0,11.35010642,2.2792,1221.0,134.04612,1.75,0.031169,39.21,0.035,89.95,0.514,0.522,3597.0,4.734,0.4,15.278,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,2.163e-05,-2.163e-05,0.0544,-0.0544,36.6,-36.6,0.09,-0.17,72.0,-86.0
7289577,K01974.01,CONFIRMED,1.0,109.4450597,3.792,1269.6,197.9832,3.04,0.032089,225.2,0.149,89.96,0.868,0.868,5403.0,4.5,0.0,14.937,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,0.000434,-0.000434,0.108,-0.108,48.5,-48.5,0.28,-0.2,107.0,-107.0
8543100,K01975.01,CONFIRMED,0.998,7.56052209,3.8573,659.8,134.47889,2.4,0.02342,15.332,0.022,89.92,0.94,1.026,5895.0,4.503,-0.02,15.986,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,2.636e-05,-2.636e-05,0.0793,-0.0793,22.2,-22.2,0.73,-0.24,158.0,-211.0
2693736,K01976.01,CONFIRMED,1.0,12.12401737,3.3091,788.4,134.955,2.37,0.024936,28.683,0.029,89.94,0.87,0.813,5094.0,4.469,0.16,15.09,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,3.197e-05,-3.197e-05,0.0679,-0.0679,22.9,-22.9,0.11,-0.2,83.0,-76.0
9412760,K01977.01,CONFIRMED,1.0,9.38740646,1.6165,384.6,137.38383,1.69,0.024006,17.44,0.946,86.89,0.646,0.71,4500.0,4.656,-0.02,14.028,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,2.454e-05,-2.454e-05,0.0622,-0.0622,20.0,-20.0,0.12,-0.05,90.0,-90.0
9412760,K01977.02,CONFIRMED,1.0,7.41556471,1.973,150.4,137.81512,0.79,0.011162,26.2,0.434,89.05,0.646,0.71,4500.0,4.656,-0.02,14.028,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,5.357e-05,-5.357e-05,0.194,-0.194,15.6,-15.6,0.05,-0.03,90.0,-90.0
6026438,K02045.02,CONFIRMED,0.4,24.2101973,4.046,458.0,141.4698,1.5,0.019502,41.8,0.45,89.38,0.706,0.704,4650.0,4.589,-0.04,15.549,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,0.0002461,-0.0002461,0.286,-0.286,35.2,-35.2,0.1,-0.13,125.0,-139.0
10663396,K02046.01,CONFIRMED,1.0,23.8990075,15.955,293.4,151.39847,3.26,0.015456,11.503,0.153,89.24,1.93,1.115,5511.0,3.914,0.1,13.153,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,0.0001281,-0.0001281,0.121,-0.121,5.5,-5.5,0.57,-0.86,82.0,-74.0
11457726,K02047.01,CONFIRMED,1.0,6.22161107,3.4117,165.0,131.99094,1.59,0.013264,7.98,0.838,83.97,1.097,1.148,6277.0,4.417,-0.02,13.977,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,2.049e-05,-2.049e-05,0.0783,-0.0783,6.4,-6.4,0.27,-0.09,75.0,-75.0
8956206,K02048.01,CONFIRMED,1.0,6.17998508,2.1094,750.5,132.72278,2.12,0.024584,22.6,0.175,89.56,0.791,0.811,5149.0,4.551,-0.02,15.801,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,1.553e-05,-1.553e-05,0.0684,-0.0684,29.4,-29.4,0.14,-0.11,103.0,-103.0
9649706,K02049.01,CONFIRMED,1.0,1.569066598,2.7803,147.2,133.04032,1.68,0.011031,4.379,0.097,88.73,1.395,1.054,5821.0,4.172,0.12,13.93,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,3.057e-06,-3.057e-06,0.0469,-0.0469,3.5,-3.5,0.28,-0.34,69.0,-87.0
5856571,K01839.01,CONFIRMED,1.0,9.59068586,3.452,544.6,132.68264,3.93,0.021503,20.31,0.359,88.99,1.673,0.819,5476.0,3.904,-0.56,13.237,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,2.495e-05,-2.495e-05,0.071,-0.071,15.7,-15.7,2.28,-2.28,179.0,-146.0
7765528,K01840.01,CONFIRMED,1.0,7.03932913,3.514,836.7,133.85433,4.67,0.034474,6.14,0.956,81.05,1.24,1.064,5846.0,4.278,0.14,14.915,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,1.747e-05,-1.747e-05,0.226,-0.226,27.0,-27.0,0.8,-0.73,79.0,-79.0
11760231,K01841.01,CONFIRMED,0.978,49.6075771,2.9575,626.7,138.41517,2.12,0.025127,87.7,0.764,89.5,0.774,0.858,5187.0,4.592,0.0,13.218,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,0.0001,-0.0001,0.0599,-0.0599,16.2,-16.2,0.18,-0.09,103.0,-103.0
7779077,K01842.01,CONFIRMED,1.0,16.84183355,2.6194,822.1,137.99443,3.08,0.027911,37.5,0.688,88.95,1.009,0.941,5602.0,4.404,0.1,14.306,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,6.239e-05,-6.239e-05,0.0991,-0.0991,40.2,-40.2,0.82,-0.45,166.0,-150.0
6046540,K00200.01,CONFIRMED,0.998,7.340714946,2.9987,8510.5,134.3457036,14.31,0.087453,17.37,0.568,88.13,1.498,1.268,6056.0,4.191,0.36,14.412,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,8.05e-07,-8.05e-07,0.0141,-0.0141,12.7,-12.7,0.88,-1.34,120.0,-144.0
5706966,K01908.01,CONFIRMED,1.0,12.55111099,3.1293,494.1,137.26226,1.34,0.020536,26.94,0.519,88.9,0.598,0.609,4213.0,4.669,-0.2,14.731,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,3.528e-05,-3.528e-05,0.0729,-0.0729,16.4,-16.4,0.07,-0.06,84.0,-84.0
3762468,K00208.01,CONFIRMED,1.0,3.003879547,3.2848,8538.0,134.709874,10.96,0.085668,7.24,0.338,87.33,1.172,1.253,6311.0,4.398,0.21,14.996,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,3.581e-06,-3.581e-06,0.0587,-0.0587,122.0,-122.0,3.52,-1.17,177.0,-243.0
5706966,K01908.02,CONFIRMED,1.0,24.0884178,3.952,387.2,134.42178,1.16,0.017719,44.0,0.376,89.51,0.598,0.609,4213.0,4.669,-0.2,14.731,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,0.0001763,-0.0001763,0.14,-0.14,20.1,-20.1,0.05,-0.06,84.0,-84.0
10130039,K01909.01,CONFIRMED,0.999,12.75800092,4.1828,187.9,133.95888,1.49,0.012453,23.597,0.011,89.97,1.095,0.957,5782.0,4.34,-0.02,12.776,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,3.687e-05,-3.687e-05,0.0716,-0.0716,4.9,-4.9,0.23,-0.21,104.0,-115.0
10130039,K01909.02,CONFIRMED,1.0,5.47033376,3.1441,112.0,131.49548,1.15,0.00962,13.396,0.074,89.68,1.095,0.957,5782.0,4.34,-0.02,12.776,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,1.659e-05,-1.659e-05,0.0739,-0.0739,3.8,-3.8,0.18,-0.16,104.0,-115.0
9518318,K01978.01,CONFIRMED,1.0,6.51112385,1.6919,695.1,131.70646,3.09,0.028261,15.57,0.882,86.75,1.001,1.065,6032.0,4.465,-0.02,15.214,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,1.051e-05,-1.051e-05,0.0395,-0.0395,21.3,-21.3,1.03,-0.34,190.0,-232.0
9518318,K01978.02,CONFIRMED,1.0,23.85163321,2.4453,833.7,147.61456,3.37,0.030835,40.0,0.88,88.74,1.001,1.065,6032.0,4.465,-0.02,15.214,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,6.821e-05,-6.821e-05,0.0677,-0.0677,31.6,-31.6,1.12,-0.37,190.0,-232.0
7273277,K01979.01,CONFIRMED,0.998,2.714078374,1.3115,143.5,133.71179,1.38,0.012781,8.31,0.868,84.01,0.992,1.038,5815.0,4.461,0.12,12.987,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,3.865e-06,-3.865e-06,0.0408,-0.0408,4.7,-4.7,0.22,-0.09,69.0,-87.0
11769890,K01980.01,CONFIRMED,1.0,122.8799543,7.835,717.7,165.46356,2.7,0.028739,65.4,0.872,89.24,0.861,0.875,5413.0,4.51,0.0,13.8,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,0.0006807,-0.0006807,0.156,-0.156,19.7,-19.7,0.28,-0.16,107.0,-107.0
6862721,K01982.01,CONFIRMED,1.0,4.88753111,2.034,679.6,132.70783,2.45,0.023483,18.6,0.147,89.55,0.957,1.053,5568.0,4.499,0.44,15.768,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,2.174e-05,-2.174e-05,0.117,-0.117,46.8,-46.8,0.61,-0.2,166.0,-183.0
12301181,K02059.01,CONFIRMED,0.994,6.14728341,2.7645,119.7,134.87289,0.79,0.009757,16.86,0.188,89.36,0.746,0.806,4997.0,4.598,0.0,12.906,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,2.146e-05,-2.146e-05,0.0776,-0.0776,4.8,-4.8,0.06,-0.03,100.0,-100.0
9279354,K02060.01,CONFIRMED,1.0,2.800111267,1.0237,706.7,132.04865,2.13,0.027766,13.36,0.806,86.54,0.704,0.686,4786.0,4.579,-0.2,15.229,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,4.014e-06,-4.014e-06,0.0459,-0.0459,28.5,-28.5,0.17,-0.2,130.0,-144.0
6774880,K02062.01,CONFIRMED,1.0,34.3511339,4.4408,599.4,134.19046,2.75,0.026053,31.2,0.88,88.39,0.967,1.045,6091.0,4.487,-0.14,14.998,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,0.0001512,-0.0001512,0.0987,-0.0987,23.8,-23.8,0.93,-0.29,169.0,-211.0
3937519,K00221.01,CONFIRMED,1.0,3.413036353,2.61366,3868.7,132.443054,6.62,0.055812,10.5406,0.046,89.75,1.087,0.888,5392.0,4.314,0.18,14.622,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,6.26e-07,-6.26e-07,0.00578,-0.00578,8.9,-8.9,1.37,-1.12,80.0,-72.0
7449541,K02063.01,CONFIRMED,1.0,3.00725068,4.4302,285.8,131.90484,1.56,0.018345,2.67,0.897,70.4,0.781,0.873,5667.0,4.587,-0.36,15.62,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,1.144e-05,-1.144e-05,0.0837,-0.0837,10.9,-10.9,0.34,-0.12,169.0,-152.0
5080636,K01843.01,CONFIRMED,1.0,4.194496867,1.7807,660.7,134.13511,1.57,0.027522,10.07,0.863,85.09,0.522,0.555,3706.0,4.747,0.26,14.404,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,5.587e-06,-5.587e-06,0.0343,-0.0343,17.1,-17.1,0.09,-0.12,73.0,-92.0
5080636,K01843.02,CANDIDATE,0.974,6.35585682,1.55,176.6,137.49837,0.86,0.015018,13.99,0.912,86.26,0.522,0.555,3706.0,4.747,0.26,14.404,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,3.92e-05,-3.92e-05,0.184,-0.184,23.5,-23.5,0.05,-0.07,73.0,-92.0
3338885,K01845.01,CONFIRMED,1.0,1.970340203,1.7901,403.2,131.948389,3.97,0.021783,4.74,0.859,79.56,1.667,0.951,4883.0,3.972,0.56,14.438,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,2.276e-06,-2.276e-06,0.0341,-0.0341,8.5,-8.5,2.57,-2.34,146.0,-132.0
3338885,K01845.02,CONFIRMED,1.0,5.05821338,1.132,748.3,135.702454,10.69,0.058714,11.53,1.004,85.01,1.667,0.951,4883.0,3.972,0.56,14.438,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,4.738e-06,-4.738e-06,0.112,-0.112,23.7,-23.7,6.94,-6.3,146.0,-132.0
6776401,K01847.01,CONFIRMED,1.0,26.85323647,4.4557,965.8,143.31303,2.65,0.027896,47.326,0.01,89.99,0.869,0.786,5329.0,4.455,-0.14,14.812,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,6.691e-05,-6.691e-05,0.0624,-0.0624,20.9,-20.9,0.47,-0.39,159.0,-159.0
10130039,K01909.03,CONFIRMED,0.987,25.0985083,2.7727,167.6,145.56829,1.59,0.013257,41.7,0.814,88.88,1.095,0.957,5782.0,4.34,-0.02,12.776,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,0.000102,-0.000102,0.0936,-0.0936,8.3,-8.3,0.24,-0.23,104.0,-115.0
8226050,K01910.01,CONFIRMED,0.995,34.2685741,4.8251,699.3,147.05143,2.44,0.02559,41.8,0.677,89.07,0.872,0.815,5083.0,4.468,0.18,14.685,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,0.0001132,-0.0001132,0.0848,-0.0848,19.4,-19.4,0.11,-0.2,83.0,-76.0
9965957,K01911.01,CONFIRMED,1.0,5.75321539,1.7948,733.8,136.75617,3.14,0.03095,11.38,0.921,85.36,0.929,1.017,5445.0,4.51,0.48,15.196,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,1.184e-05,-1.184e-05,0.048,-0.048,28.1,-28.1,0.77,-0.26,180.0,-164.0
9704384,K01913.01,CONFIRMED,1.0,5.50860699,3.0788,203.9,132.2983,1.49,0.015422,7.0,0.879,82.78,0.883,0.877,5448.0,4.489,0.0,13.317,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,1.361e-05,-1.361e-05,0.0586,-0.0586,6.3,-6.3,0.15,-0.12,109.0,-109.0
8426567,K01914.01,CONFIRMED,1.0,18.93055119,3.372,684.0,143.25058,4.41,0.024576,36.1,0.583,89.07,1.643,0.955,5015.0,3.987,0.36,14.417,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,7.549e-05,-7.549e-05,0.102,-0.102,29.4,-29.4,2.25,-2.25,164.0,-149.0
12508335,K00215.01,FALSE POSITIVE,0.0,42.94386258,3.7591,9207.9,155.206515,41.62,0.405464,49.6,1.285,88.52,0.94,0.808,5750.0,4.4,-0.42,14.708,0,1,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,1.775e-05,-1.775e-05,0.0208,-0.0208,40.3,-40.3,11.07,-7.39,173.0,-155.0
10094670,K01984.01,CONFIRMED,0.991,22.06402,4.1,388.7,148.9199,2.67,0.022444,16.5,0.941,86.73,1.09,1.174,6232.0,4.432,0.07,13.698,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,8.064e-05,-8.064e-05,0.128,-0.128,14.1,-14.1,0.91,-0.28,173.0,-217.0
8142942,K01985.01,CONFIRMED,1.0,5.756245244,1.071,623.6,133.903421,2.24,0.027905,21.3,0.888,87.61,0.734,0.794,4931.0,4.605,0.0,13.708,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,5.387e-06,-5.387e-06,0.0321,-0.0321,17.5,-17.5,0.14,-0.09,98.0,-98.0
8257205,K01986.01,CONFIRMED,0.993,148.4601819,5.499,1532.1,151.38686,3.61,0.040286,135.1,0.808,89.66,0.821,0.868,5159.0,4.548,0.16,14.839,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,0.0007802,-0.0007802,0.139,-0.139,47.5,-47.5,0.24,-0.17,82.0,-82.0
9044228,K01988.01,CONFIRMED,1.0,0.934885365,1.4083,270.4,131.580676,3.21,0.01638,3.68,0.731,78.54,1.795,0.953,4777.0,3.909,0.56,14.145,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,9.1e-07,-9.1e-07,0.0277,-0.0277,5.7,-5.7,1.91,-1.91,143.0,-119.0
7265298,K02051.01,CONFIRMED,0.862,25.7626846,6.908,619.5,147.6963,2.66,0.022795,27.62,0.327,89.32,1.069,1.002,5739.0,4.381,0.14,15.087,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,0.0001376,-0.0001376,0.118,-0.118,17.1,-17.1,0.43,-0.27,78.0,-86.0
7265298,K02051.02,CONFIRMED,0.995,11.0317836,4.753,182.3,362.3431,1.45,0.012457,16.47,0.405,88.59,1.069,1.002,5739.0,4.381,0.14,15.087,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,0.000228,-0.000228,0.42,-0.42,14.9,-14.9,0.24,-0.14,78.0,-86.0
7132798,K00220.02,CONFIRMED,1.0,4.12511935,2.877,114.7,133.64014,0.88,0.00976,10.72,0.253,88.65,0.83,0.928,5598.0,4.565,-0.1,14.236,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,1.942e-05,-1.942e-05,0.103,-0.103,5.9,-5.9,0.19,-0.08,149.0,-166.0
3248501,K02052.01,CANDIDATE,1.0,4.22464216,1.403,987.0,133.09108,4.31,0.03465,11.22,0.913,85.33,1.14,1.213,6343.0,4.408,0.07,15.341,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,3.146e-05,-3.146e-05,0.259,-0.259,195.0,-195.0,1.43,-0.47,177.0,-243.0
2307415,K02053.01,CONFIRMED,0.978,13.12162167,3.6138,196.9,133.39526,1.99,0.014262,17.08,0.807,87.29,1.277,1.094,6140.0,4.265,0.0,12.992,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,4.483e-05,-4.483e-05,0.0844,-0.0844,6.6,-6.6,0.36,-0.29,123.0,-135.0
7430034,K01848.01,CONFIRMED,0.999,49.6220669,7.222,505.5,137.10149,3.33,0.025794,21.7,0.939,87.52,1.184,1.097,5938.0,4.331,0.16,13.429,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,0.0002049,-0.0002049,0.264,-0.264,11.6,-11.6,0.55,-0.34,71.0,-83.0
9735426,K01849.01,CONFIRMED,1.0,8.08801663,1.8334,952.9,138.73516,2.94,0.030765,24.1,0.744,88.23,0.874,0.87,5269.0,4.494,0.14,14.624,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,1.128e-05,-1.128e-05,0.0396,-0.0396,23.6,-23.6,0.24,-0.2,84.0,-73.0
8826168,K01850.01,CONFIRMED,1.0,11.55103848,3.3601,402.8,134.90803,2.17,0.018791,23.43,0.493,88.79,1.058,1.014,5907.0,4.395,0.0,14.138,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,2.567e-05,-2.567e-05,0.059,-0.059,9.2,-9.2,0.34,-0.2,105.0,-117.0
10464050,K01851.01,CONFIRMED,1.0,4.469754641,1.813,553.9,131.84402,2.26,0.022136,16.87,0.494,88.32,0.934,1.021,5988.0,4.507,-0.12,14.769,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,8.123e-06,-8.123e-06,0.0503,-0.0503,17.7,-17.7,0.67,-0.23,161.0,-197.0
