kepid,kepoi_name,koi_disposition,koi_score,koi_period,koi_duration,koi_depth,koi_time0bk,koi_prad,koi_ror,koi_dor,koi_impact,koi_incl,koi_srad,koi_smass,koi_steff,koi_slogg,koi_smet,koi_kepmag,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_vet_stat,koi_vet_date,koi_disp_prov,koi_period_err1,koi_period_err2,koi_duration_err1,koi_duration_err2,koi_depth_err1,koi_depth_err2,koi_prad_err1,koi_prad_err2,koi_steff_err1,koi_steff_err2
10797460,K00752.01,CONFIRMED,1.0,9.48803557,2.9575,615.8,170.53875,2.26,0.022344,24.81,0.146,89.66,0.927,0.919,5455.0,4.467,0.14,15.347,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,2.775e-05,-2.775e-05,0.0819,-0.0819,19.5,-19.5,0.26,-0.15,81.0,-81.0
10797460,K00752.02,CONFIRMED,0.969,54.4183827,4.507,874.8,162.51384,2.83,0.027954,77.9,0.586,89.57,0.927,0.919,5455.0,4.467,0.14,15.347,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,0.0002479,-0.0002479,0.116,-0.116,35.5,-35.5,0.32,-0.19,81.0,-81.0
10811496,K00753.01,CANDIDATE,0.0,19.89913995,1.7822,10829.0,175.850252,14.6,0.154046,53.5,0.969,88.96,0.868,0.961,5853.0,4.544,-0.18,15.436,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,1.494e-05,-1.494e-05,0.0341,-0.0341,171.0,-171.0,3.92,-1.31,158.0,-176.0
10848459,K00754.01,FALSE POSITIVE,0.0,1.736952453,2.40641,8079.2,170.307565,33.46,0.387394,3.278,1.276,67.09,0.791,0.836,5805.0,4.564,-0.52,15.597,0,1,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,2.63e-07,-2.63e-07,0.00537,-0.00537,12.8,-12.8,8.5,-2.83,157.0,-174.0
10854555,K00755.01,CONFIRMED,1.0,2.525591777,1.6545,603.3,171.59555,2.75,0.024064,8.75,0.701,85.41,1.046,1.095,6031.0,4.438,0.07,15.509,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,3.761e-06,-3.761e-06,0.042,-0.042,16.9,-16.9,0.88,-0.35,169.0,-211.0
10872983,K00756.01,CONFIRMED,1.0,11.09432054,4.5945,1517.5,171.20116,3.9,0.036779,16.36,0.538,88.11,0.972,1.053,6046.0,4.486,-0.08,15.714,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,2.036e-05,-2.036e-05,0.061,-0.061,24.2,-24.2,1.27,-0.42,189.0,-232.0
10872983,K00756.02,CONFIRMED,1.0,4.13443512,3.1402,686.0,172.97937,2.77,0.026133,6.96,0.762,83.72,0.972,1.053,6046.0,4.486,-0.08,15.714,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,1.046e-05,-1.046e-05,0.0673,-0.0673,18.7,-18.7,0.9,-0.3,189.0,-232.0
10872983,K00756.03,CONFIRMED,0.992,2.56658897,2.429,226.5,179.55437,1.59,0.014983,5.54,0.755,82.17,0.972,1.053,6046.0,4.486,-0.08,15.714,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,1.781e-05,-1.781e-05,0.165,-0.165,16.8,-16.8,0.52,-0.17,189.0,-232.0
6721123,K00114.01,FALSE POSITIVE,0.0,7.36178958,5.022,233.7,132.25053,39.21,0.183387,2.4,1.169,60.92,1.958,1.358,6227.0,3.986,0.0,12.66,0,1,1,0,Done,2018-08-16,q1_q17_dr25_sup_koi,2.128e-05,-2.128e-05,0.136,-0.136,5.8,-5.8,6.45,-9.67,111.0,-124.0
10910878,K00757.01,CONFIRMED,1.0,16.06864674,3.5347,4914.3,173.621937,5.76,0.062161,36.85,0.052,89.92,0.848,0.801,5031.0,4.485,0.16,15.841,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,1.088e-05,-1.088e-05,0.0241,-0.0241,33.3,-33.3,0.22,-0.49,75.0,-83.0
11446443,K00001.01,CONFIRMED,0.811,2.470613377,1.74319,14231.0,122.763305,13.04,0.123871,8.3977,0.818,84.41,0.964,0.971,5820.0,4.457,-0.06,11.338,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,2.7e-08,-2.7e-08,0.00107,-0.00107,4.2,-4.2,0.51,-0.51,78.0,-78.0
10666592,K00002.01,CONFIRMED,1.0,2.204735417,3.88864,6674.7,121.3585417,16.1,0.075522,4.602,0.224,87.21,1.952,1.449,6440.0,4.019,0.14,10.463,0,1,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,4.3e-08,-4.3e-08,0.00203,-0.00203,1.7,-1.7,0.81,-0.91,76.0,-89.0
6922244,K00010.01,CONFIRMED,0.998,3.522498429,3.19843,9145.7,121.1194228,14.59,0.092086,7.541,0.631,85.2,1.451,1.132,6225.0,4.169,-0.04,13.563,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,1.98e-07,-1.98e-07,0.00653,-0.00653,6.6,-6.6,1.11,-1.11,112.0,-137.0
10984090,K00112.02,CONFIRMED,1.0,3.709214104,2.6302,131.1,133.98318,1.16,0.010424,10.888,0.051,89.73,1.022,0.974,5833.0,4.407,-0.04,12.772,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,6.536e-06,-6.536e-06,0.0427,-0.0427,3.0,-3.0,0.17,-0.12,105.0,-117.0
10419211,K00742.01,FALSE POSITIVE,0.0,11.521446064,3.6399,17984.0,170.839688,150.51,1.625358,20.75,2.483,83.13,0.848,0.938,5795.0,4.554,-0.2,15.472,0,1,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,1.98e-06,-1.98e-06,0.0114,-0.0114,31.9,-31.9,39.76,-13.31,155.0,-172.0
10464078,K00743.01,FALSE POSITIVE,0.0,19.40393776,12.2155,8918.7,172.484253,7.18,0.096729,9.099,0.804,84.93,0.68,0.657,5043.0,4.591,-0.54,15.487,0,1,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,2.068e-05,-2.068e-05,0.0598,-0.0598,53.3,-53.3,0.76,-0.68,151.0,-151.0
10480982,K00744.01,FALSE POSITIVE,0.0,19.221388942,4.79843,74284.0,184.5521637,49.29,0.476633,31.323,1.065,88.05,0.947,1.025,6117.0,4.496,-0.22,15.341,0,1,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,1.123e-06,-1.123e-06,0.00235,-0.00235,21.9,-21.9,16.03,-5.0,182.0,-200.0
10485250,K00745.01,FALSE POSITIVE,0.0,16.46983774,9.4378,10479.0,180.881761,7.94,0.092509,14.05,0.292,88.81,0.786,0.741,5152.0,4.517,-0.2,15.788,0,1,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,1.361e-05,-1.361e-05,0.06,-0.06,39.9,-39.9,0.89,-0.89,168.0,-153.0
10526549,K00746.01,CONFIRMED,1.0,9.27358173,3.2875,1288.3,173.258155,2.47,0.032563,20.65,0.387,88.93,0.696,0.676,4856.0,4.583,-0.3,15.302,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,1.037e-05,-1.037e-05,0.0309,-0.0309,16.8,-16.8,0.2,-0.24,131.0,-146.0
10583066,K00747.01,CONFIRMED,1.0,6.02930329,1.5821,1912.7,171.602959,2.85,0.038838,29.31,0.258,89.5,0.672,0.761,4537.0,4.648,0.21,15.784,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,5.509e-06,-5.509e-06,0.0311,-0.0311,34.4,-34.4,0.26,-0.15,123.0,-123.0
10583180,K00748.01,FALSE POSITIVE,0.0,2.696370652,3.6129,397.9,170.73769,1.58,0.017673,5.827,0.044,89.56,0.819,0.781,4989.0,4.504,0.1,15.269,0,1,1,1,Done,2018-08-16,q1_q17_dr25_sup_koi,7.534e-06,-7.534e-06,0.0686,-0.0686,9.5,-9.5,0.13,-0.16,149.0,-149.0
10601284,K00749.01,CONFIRMED,1.0,5.349553819,3.0278,831.0,171.80694,2.55,0.025706,13.8015,0.092,89.62,0.91,0.831,5185.0,4.44,0.16,15.416,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,8.834e-06,-8.834e-06,0.0471,-0.0471,14.8,-14.8,0.16,-0.24,85.0,-77.0
10601284,K00749.02,CONFIRMED,0.98,3.94105221,2.5984,363.3,136.08662,1.7,0.017105,11.51,0.226,88.88,0.91,0.831,5185.0,4.44,0.16,15.416,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,1.094e-05,-1.094e-05,0.0737,-0.0737,13.9,-13.9,0.11,-0.16,85.0,-77.0
10601284,K00749.03,CONFIRMED,0.971,8.10904807,3.596,217.4,132.8031,1.3,0.013127,17.46,0.025,89.92,0.91,0.831,5185.0,4.44,0.16,15.416,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,6.787e-05,-6.787e-05,0.198,-0.198,16.8,-16.8,0.09,-0.12,85.0,-77.0
2306756,K00113.01,FALSE POSITIVE,0.20800000000000002,386.6030528,6.8057,24927.0,166.342079,41.5,0.240528,332.0,0.9765,89.95,1.58,1.103,5543.0,4.081,0.44,12.394,0,1,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,0.0001369,-0.0001369,0.0184,-0.0184,45.8,-45.8,1.68,-1.68,79.0,-79.0
10662202,K00750.01,CONFIRMED,1.0,21.67699193,3.4555,857.2,171.53594,2.95,0.032666,24.6,0.896,87.91,0.828,0.791,4954.0,4.5,0.18,15.377,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,7.01e-05,-7.01e-05,0.0656,-0.0656,27.1,-27.1,0.12,-0.23,79.0,-79.0
10682541,K00751.01,CONFIRMED,1.0,4.99677968,2.1717,934.7,171.74208,2.78,0.030014,13.14,0.71,86.9,0.847,0.931,5339.0,4.552,0.18,15.861,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,1.389e-05,-1.389e-05,0.0762,-0.0762,39.7,-39.7,0.52,-0.23,175.0,-159.0
11460018,K00769.01,CONFIRMED,1.0,4.280963604,2.875,750.8,171.89659,2.3,0.025377,10.64,0.424,87.72,0.831,0.928,5644.0,4.564,-0.14,15.356,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,6.141e-06,-6.141e-06,0.042,-0.042,14.1,-14.1,0.58,-0.19,152.0,-169.0
11463211,K00770.01,FALSE POSITIVE,0.0,1.50635409,1.5155,2211.7,170.998064,4.53,0.049899,4.67,0.86,79.38,0.831,0.926,5714.0,4.563,-0.2,15.525,0,0,1,0,Done,2018-08-16,q1_q17_dr25_sup_koi,4.7e-07,-4.7e-07,0.0483,-0.0483,18.3,-18.3,1.01,-0.44,155.0,-172.0
11465813,K00771.01,FALSE POSITIVE,0.0,670.645531,53.412,18091.0,209.04355,14.14,0.131705,85.24,0.701,89.53,0.983,1.03,5520.0,4.466,0.48,15.207,0,1,1,0,Done,2018-08-16,q1_q17_dr25_sup_koi,0.001237,-0.001237,0.131,-0.131,33.5,-33.5,2.13,-0.71,100.0,-111.0
11493732,K00772.01,FALSE POSITIVE,0.0,61.2563628,7.633,5123.3,173.83826,39.87,0.334628,29.1,1.248,87.54,1.091,1.093,6144.0,4.402,0.0,15.25,0,1,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,0.000156,-0.000156,0.105,-0.105,70.6,-70.6,12.79,-5.48,184.0,-220.0
11507101,K00773.01,CONFIRMED,1.0,38.3775486,5.588,724.2,172.82048,2.82,0.024901,47.8,0.468,89.44,1.036,0.915,5481.0,4.369,0.16,15.172,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,0.0001602,-0.0001602,0.113,-0.113,23.4,-23.4,0.37,-0.34,82.0,-74.0
10910878,K00757.02,CONFIRMED,0.992,41.19725502,4.6297,2213.9,165.00404,3.86,0.041693,70.75,0.045,89.96,0.848,0.801,5031.0,4.485,0.16,15.841,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,9.345e-05,-9.345e-05,0.0633,-0.0633,45.5,-45.5,0.15,-0.33,75.0,-83.0
10910878,K00757.03,CONFIRMED,1.0,6.252962249,2.5819,1036.9,171.30126,2.65,0.028604,18.94,0.105,89.68,0.848,0.801,5031.0,4.485,0.16,15.841,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,9.577e-06,-9.577e-06,0.0426,-0.0426,24.5,-24.5,0.1,-0.23,75.0,-83.0
10987985,K00758.01,CONFIRMED,1.0,16.01308419,3.2554,1121.9,176.3608,3.1,0.034369,24.7,0.799,88.14,0.826,0.785,5015.0,4.499,0.1,15.39,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,4.854e-05,-4.854e-05,0.0791,-0.0791,39.4,-39.4,0.34,-0.31,164.0,-149.0
11018648,K00759.01,CONFIRMED,1.0,32.62876672,4.7971,1804.8,194.1019,3.36,0.03852,53.95,0.021,89.98,0.798,0.844,5586.0,4.56,-0.3,15.082,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,5.801e-05,-5.801e-05,0.058,-0.058,25.4,-25.4,0.76,-0.33,152.0,-152.0
11018648,K00759.02,CONFIRMED,0.978,91.7732862,6.473,652.0,193.8378,2.12,0.02432,89.4,0.606,89.61,0.798,0.844,5586.0,4.56,-0.3,15.082,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,0.0007518,-0.0007518,0.204,-0.204,36.2,-36.2,0.48,-0.21,152.0,-152.0
11138155,K00760.01,CONFIRMED,1.0,4.959319244,2.22739,9802.0,172.2585292,12.21,0.103379,12.386,0.831,86.15,1.082,0.976,5712.0,4.359,0.1,15.263,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,5.15e-07,-5.15e-07,0.0075,-0.0075,20.0,-20.0,1.96,-1.46,77.0,-77.0
11152159,K00761.01,FALSE POSITIVE,0.0,2.701287801,3.3827,860.4,170.69579,6.54,0.06584,2.22,1.016,62.69,0.91,0.889,5550.0,4.468,-0.04,15.54,0,1,1,0,Done,2018-08-16,q1_q17_dr25_sup_koi,5.634e-06,-5.634e-06,0.0892,-0.0892,20.9,-20.9,1.64,-0.75,182.0,-182.0
11153539,K00762.01,CONFIRMED,1.0,4.49876511,3.7362,460.0,171.34905,2.1,0.019817,8.95,0.312,88.0,0.969,1.048,6075.0,4.486,-0.12,15.395,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,1.777e-05,-1.777e-05,0.0934,-0.0934,17.5,-17.5,0.65,-0.22,189.0,-210.0
11242721,K00763.01,FALSE POSITIVE,0.0,19.651209505,5.2514,11766.0,179.401981,12.42,0.106953,23.98,0.723,88.27,1.063,1.014,6074.0,4.391,-0.12,15.536,0,1,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,5.862e-06,-5.862e-06,0.0179,-0.0179,27.7,-27.7,3.92,-1.69,168.0,-210.0
9579641,K00115.01,CONFIRMED,1.0,5.412203927,2.9472,601.6,133.143089,2.94,0.024775,9.25,0.787,85.12,1.087,0.941,5779.0,4.339,-0.06,12.791,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,3.052e-06,-3.052e-06,0.024,-0.024,4.0,-4.0,0.43,-0.38,104.0,-115.0
11304958,K00764.01,CONFIRMED,0.998,41.43958662,10.5989,2793.1,208.93203,5.5,0.048175,29.47,0.355,89.31,1.046,0.93,5468.0,4.367,0.22,15.4,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,7.557e-05,-7.557e-05,0.088,-0.088,22.6,-22.6,1.57,-0.96,180.0,-164.0
11391957,K00765.01,CONFIRMED,1.0,8.35389523,2.2514,1041.6,171.63257,2.52,0.029305,29.18,0.023,89.95,0.787,0.862,5592.0,4.582,-0.28,15.317,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,1.524e-05,-1.524e-05,0.0518,-0.0518,28.2,-28.2,0.54,-0.24,152.0,-152.0
11403044,K00766.01,CONFIRMED,1.0,4.125543472,3.1744,1487.3,169.752585,4.43,0.036796,8.45,0.597,85.95,1.103,1.162,6174.0,4.417,0.1,15.506,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,3.133e-06,-3.133e-06,0.0362,-0.0362,13.3,-13.3,1.44,-0.51,173.0,-239.0
11414511,K00767.01,CONFIRMED,1.0,2.816504904,2.50587,16814.0,170.9676846,12.21,0.117059,9.571,0.105,89.37,0.955,0.941,5532.0,4.452,0.14,15.052,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,1.65e-07,-1.65e-07,0.00666,-0.00666,11.0,-11.0,1.62,-0.87,74.0,-83.0
11442465,K00768.01,FALSE POSITIVE,0.0,33.93373447,14.561,8503.7,186.67608,7.34,0.095386,13.12,0.812,86.45,0.705,0.782,5040.0,4.628,-0.24,15.716,0,1,1,0,Done,2018-08-16,q1_q17_dr25_sup_koi,6.154e-05,-6.154e-05,0.104,-0.104,44.3,-44.3,0.9,-0.6,136.0,-151.0
12110942,K00786.01,CONFIRMED,1.0,3.689920099,2.6557,426.7,170.36571,1.89,0.018878,10.71,0.151,89.19,0.917,1.01,5880.0,4.518,-0.06,15.242,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,8.982e-06,-8.982e-06,0.0677,-0.0677,13.8,-13.8,0.54,-0.2,157.0,-192.0
12366084,K00787.01,CONFIRMED,1.0,4.431238488,3.15,1010.9,171.015,3.25,0.02933,10.19,0.405,87.72,1.015,1.007,5714.0,4.428,0.16,15.367,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,6.106e-06,-6.106e-06,0.0423,-0.0423,15.2,-15.2,0.47,-0.25,77.0,-77.0
12366084,K00787.02,CONFIRMED,1.0,11.37936986,2.6255,1023.5,133.84992,3.95,0.035628,16.31,0.911,86.8,1.015,1.007,5714.0,4.428,0.16,15.367,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,2.415e-05,-2.415e-05,0.073,-0.073,29.7,-29.7,0.57,-0.31,77.0,-77.0
12404086,K00788.01,CONFIRMED,1.0,26.39432897,3.573,1510.9,176.05459,3.07,0.03681,47.7,0.602,89.28,0.763,0.846,5129.0,4.595,0.02,15.234,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,5.724e-05,-5.724e-05,0.0643,-0.0643,36.3,-36.3,0.41,-0.22,154.0,-154.0
8395660,K00116.01,CONFIRMED,1.0,13.57078281,3.3539,511.7,136.279194,2.64,0.023908,16.93,0.866,87.07,1.012,0.951,5854.0,4.406,-0.12,12.882,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,1.585e-05,-1.585e-05,0.0489,-0.0489,6.3,-6.3,0.4,-0.27,105.0,-117.0
9579641,K00115.02,CONFIRMED,1.0,7.12594387,3.0014,192.4,139.00492,1.79,0.01512,8.62,0.898,84.02,1.087,0.941,5779.0,4.339,-0.06,12.791,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,1.406e-05,-1.406e-05,0.0384,-0.0384,4.4,-4.4,0.26,-0.23,104.0,-115.0
11656840,K00774.01,FALSE POSITIVE,0.014,7.442652004,2.3078,24446.0,169.9717797,15.03,0.143936,27.99,0.137,89.72,0.956,0.981,6108.0,4.469,-0.3,15.27,0,1,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,7.02e-07,-7.02e-07,0.0129,-0.0129,37.8,-37.8,4.73,-1.58,183.0,-201.0
11754553,K00775.01,CONFIRMED,1.0,16.38489988,3.0249,1127.1,172.72782,2.0,0.029758,42.62,0.001,90.0,0.615,0.633,4126.0,4.661,0.04,15.095,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,5.219e-05,-5.219e-05,0.0798,-0.0798,42.0,-42.0,0.09,-0.1,82.0,-82.0
11754553,K00775.02,CONFIRMED,1.0,7.8774163,2.0805,1306.1,176.3759,2.16,0.03209,29.84,0.041,89.92,0.615,0.633,4126.0,4.661,0.04,15.095,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,1.493e-05,-1.493e-05,0.0517,-0.0517,37.7,-37.7,0.09,-0.11,82.0,-82.0
11754553,K00775.03,CONFIRMED,1.0,36.4454001,4.007,1122.3,151.60125,1.99,0.029681,71.53,0.028,89.98,0.615,0.633,4126.0,4.661,0.04,15.095,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,0.0001809,-0.0001809,0.126,-0.126,53.4,-53.4,0.09,-0.09,82.0,-82.0
11812062,K00776.01,CONFIRMED,1.0,3.728732147,2.683,5226.5,171.793255,6.02,0.068178,9.7,0.558,86.7,0.809,0.907,5497.0,4.577,-0.1,15.523,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,9.36e-07,-9.36e-07,0.035,-0.035,18.5,-18.5,1.22,-0.52,166.0,-149.0
11818800,K00777.01,CANDIDATE,0.999,40.4195037,3.362,6256.0,173.56469,7.51,0.088069,54.7,0.911,89.05,0.781,0.714,5446.0,4.507,-0.54,15.487,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,0.0001139,-0.0001139,0.14,-0.14,230.0,-230.0,1.12,-0.91,179.0,-163.0
11853255,K00778.01,CONFIRMED,1.0,2.243380573,1.1196,821.7,170.679233,1.99,0.032248,7.38,0.915,82.88,0.564,0.578,4149.0,4.698,-0.32,15.135,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,2.67e-06,-2.67e-06,0.0384,-0.0384,25.6,-25.6,0.1,-0.12,82.0,-91.0
11909839,K00779.01,FALSE POSITIVE,0.0,10.405998015,6.5036,14489.0,177.197466,11.23,0.111248,13.012,0.324,88.57,0.924,0.77,5746.0,4.393,-0.54,15.562,0,1,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,2.515e-06,-2.515e-06,0.0145,-0.0145,22.4,-22.4,2.92,-1.95,173.0,-173.0
11918099,K00780.01,CONFIRMED,1.0,2.337437946,1.9982,971.2,171.761982,2.34,0.027998,8.86,0.28,88.19,0.765,0.85,5005.0,4.595,0.14,15.334,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,1.951e-06,-1.951e-06,0.0271,-0.0271,13.7,-13.7,0.17,-0.09,79.0,-79.0
11918099,K00780.02,CANDIDATE,0.993,7.2406612,0.558,556.4,137.75545,19.45,0.232818,28.8,1.198,87.62,0.765,0.85,5005.0,4.595,0.14,15.334,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,1.617e-05,-1.617e-05,0.171,-0.171,44.1,-44.1,1.4,-0.71,79.0,-79.0
9579641,K00115.03,CANDIDATE,0.871,3.43591631,3.133,23.2,132.6624,0.55,0.004612,6.65,0.624,84.62,1.087,0.941,5779.0,4.339,-0.06,12.791,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,4.729e-05,-4.729e-05,0.407,-0.407,3.4,-3.4,0.08,-0.07,104.0,-115.0
11923270,K00781.01,CONFIRMED,1.0,11.59822233,2.5237,2804.5,180.395376,2.65,0.051287,28.2,0.679,88.62,0.473,0.503,3688.0,4.79,0.0,15.937,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,1.407e-05,-1.407e-05,0.052,-0.052,46.3,-46.3,0.21,-0.29,73.0,-91.0
11960862,K00782.01,CONFIRMED,1.0,6.575315881,4.3084,2793.3,173.634044,5.31,0.049152,11.37,0.39,88.03,0.989,0.927,5992.0,4.415,-0.32,15.312,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,3.726e-06,-3.726e-06,0.0306,-0.0306,14.9,-14.9,1.5,-0.81,162.0,-180.0
12020329,K00783.01,CONFIRMED,1.0,7.275040844,7.5377,3001.0,169.994217,4.86,0.051358,6.66,0.547,85.29,0.867,0.986,5485.0,4.556,0.21,15.08,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,4.677e-06,-4.677e-06,0.0681,-0.0681,11.5,-11.5,1.05,-0.37,164.0,-180.0
12066335,K00784.01,CONFIRMED,1.0,19.27153892,2.7594,1219.8,186.77093,1.93,0.031585,55.02,0.031,89.97,0.56,0.576,4077.0,4.702,-0.24,15.385,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,4.145e-05,-4.145e-05,0.0551,-0.0551,35.3,-35.3,0.1,-0.12,81.0,-81.0
12066335,K00784.02,CONFIRMED,1.0,10.06524317,1.369,1053.3,136.28906,1.91,0.031153,45.9,0.628,89.22,0.56,0.576,4077.0,4.702,-0.24,15.385,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,1.49e-05,-1.49e-05,0.0393,-0.0393,39.2,-39.2,0.1,-0.12,81.0,-81.0
12070811,K00785.01,CONFIRMED,1.0,12.3935651,3.8896,916.6,178.74725,2.66,0.032536,13.07,0.883,86.13,0.75,0.832,5557.0,4.603,-0.4,15.505,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,3.932e-05,-3.932e-05,0.0834,-0.0834,29.1,-29.1,0.54,-0.23,166.0,-166.0
8395660,K00116.02,CONFIRMED,0.998,43.84439721,6.802,615.2,151.93538,2.87,0.025934,28.2,0.852,88.27,1.012,0.951,5854.0,4.406,-0.12,12.882,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,9.613e-05,-9.613e-05,0.119,-0.119,7.7,-7.7,0.43,-0.3,105.0,-117.0
3120431,K00798.01,FALSE POSITIVE,0.0,3.341913228,3.813,725.3,171.63943,21.55,0.243351,2.19,1.213,56.44,0.811,0.853,5295.0,4.551,-0.02,15.629,0,1,1,0,Done,2018-08-16,q1_q17_dr25_sup_koi,9.953e-06,-9.953e-06,0.12,-0.12,21.3,-21.3,3.54,-1.89,175.0,-159.0
3246984,K00799.01,FALSE POSITIVE,0.773,1.626630225,2.1145,1620.6,169.820171,32.43,0.305244,2.38,1.26,58.03,0.973,0.889,5735.0,4.41,-0.18,15.279,0,0,1,0,Done,2018-08-16,q1_q17_dr25_sup_koi,1.015e-06,-1.015e-06,0.0285,-0.0285,19.0,-19.0,9.0,-4.83,155.0,-172.0
3342970,K00800.01,CONFIRMED,1.0,2.711504086,3.0099,837.5,170.03417,3.12,0.026533,7.088,0.023,89.81,1.076,1.169,6214.0,4.442,0.07,15.541,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,3.8e-06,-3.8e-06,0.0423,-0.0423,14.5,-14.5,1.02,-0.34,174.0,-239.0
3342970,K00800.02,CONFIRMED,1.0,7.21203748,4.0491,950.4,172.81782,3.32,0.028255,14.003,0.012,89.95,1.076,1.169,6214.0,4.442,0.07,15.541,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,1.553e-05,-1.553e-05,0.058,-0.058,19.5,-19.5,1.09,-0.36,174.0,-239.0
12459725,K00789.01,FALSE POSITIVE,0.8623,14.1798187,2.505,459.9,171.50237,1.88,0.019561,43.54,0.1601,89.95,0.878,0.975,5799.0,4.539,-0.1,15.727,0,0,0,1,Done,2018-08-16,q1_q17_dr25_sup_koi,0.0001643,-0.0001643,0.315,-0.315,51.9,-51.9,0.71,-0.14,161.0,-168.0
12470844,K00790.01,CONFIRMED,1.0,8.47237911,2.7245,1123.5,174.16212,2.59,0.030119,24.47,0.022,89.95,0.788,0.884,5354.0,4.587,-0.08,15.339,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,1.56e-05,-1.56e-05,0.0484,-0.0484,26.7,-26.7,0.37,-0.22,159.0,-159.0
12470844,K00790.02,CONFIRMED,0.989,60.4189369,5.039,931.3,181.16367,2.36,0.027422,93.71,0.094,89.94,0.788,0.884,5354.0,4.587,-0.08,15.339,0,0,0,0,Done,2018-08-16,q1_q17_dr25_sup_koi,0.0005043,-0.0005043,0.184,-0.184,49.6,-49.6,0.34,-0.2,159.0,-159.0
